image_id,chest,arm,side,zone,overlap,position,size,seed,orig_w,orig_h,crop_x0,crop_y0,crop_side,scale,lung_pct,lung_x0,lung_y0,lung_x1,lung_y1,cx,cy,mask_x0,mask_y0,mask_x1,mask_y1,mask_px_requested,mask_px_achieved,edit_inside,local_std,edit_norm,cnr,structure_density,density_spread,det_edited,det_background,gain,n_boxes,coord_space,prompt,skip_ratio,guidance,steps,radedit_twin,patch_src,patch_idx,patch_side_px,scale_factor,paste_shift,lesion_contrast,dest_core_std
c0015_left_lower_on_structure_small__cp,c0015,copypaste,left,lower,on_structure,medial,small,1690017088,2828,2320,254,0,2320,0.22069,50,0.1348,0.1211,0.4883,0.7793,0.4272,0.6345,0.3813,0.5886,0.4731,0.6804,47,47.0,,58.57,,,0.8195,0.5374,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_left_lower_on_structure_small,n0402,1,80,0.588,0.103,0.0222,0.1472
c0015_left_lower_clear_medium__cp,c0015,copypaste,left,lower,clear,medial,medium,1077313509,2828,2320,254,0,2320,0.22069,50,0.1348,0.1211,0.4883,0.7793,0.3576,0.6345,0.299,0.5759,0.4162,0.6931,60,60.0,,43.25,,,0.5348,0.3184,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_left_lower_clear_medium,n0896,0,77,0.779,-0.3745,0.0722,0.0858
c0015_left_lower_moderate_medium__cp,c0015,copypaste,left,lower,moderate,lateral,medium,631389297,2828,2320,254,0,2320,0.22069,50,0.1348,0.1211,0.4883,0.7793,0.2193,0.6345,0.1607,0.5759,0.2779,0.6931,60,60.0,,55.78,,,0.5843,0.3184,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_left_lower_moderate_medium,n0134,0,107,0.561,-0.154,0.0232,0.0839
c0015_left_lower_on_structure_medium__cp,c0015,copypaste,left,lower,on_structure,medial,medium,914724956,2828,2320,254,0,2320,0.22069,50,0.1348,0.1211,0.4883,0.7793,0.4152,0.6345,0.3566,0.5759,0.4738,0.6931,60,60.0,,56.59,,,0.7038,0.3184,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_left_lower_on_structure_medium,n0550,0,93,0.645,-0.1919,0.106,0.1422
c0015_left_lower_clear_large__cp,c0015,copypaste,left,lower,clear,medial,large,1057675604,2828,2320,254,0,2320,0.22069,50,0.1348,0.1211,0.4883,0.7793,0.3519,0.6345,0.2796,0.5622,0.4241,0.7068,74,74.0,,49.85,,,0.5709,0.1693,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_left_lower_clear_large,n0005,0,184,0.402,-0.1942,0.0366,0.097
c0015_left_lower_moderate_large__cp,c0015,copypaste,left,lower,moderate,lateral,large,355726578,2828,2320,254,0,2320,0.22069,50,0.1348,0.1211,0.4883,0.7793,0.2712,0.6345,0.1989,0.5622,0.3434,0.7068,74,74.0,,49.69,,,0.6071,0.1693,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_left_lower_moderate_large,n0475,0,84,0.881,-0.0826,0.0801,0.1083
c0015_left_lower_on_structure_large__cp,c0015,copypaste,left,lower,on_structure,lateral,large,893260345,2828,2320,254,0,2320,0.22069,50,0.1348,0.1211,0.4883,0.7793,0.2106,0.6345,0.1384,0.5622,0.2829,0.7068,74,74.0,,59.8,,,0.6549,0.1693,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_left_lower_on_structure_large,n0019,0,119,0.622,-0.2701,0.0309,0.1184
c0015_right_upper_clear_small__cp,c0015,copypaste,right,upper,clear,medial,small,277797743,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.7151,0.2794,0.6692,0.2335,0.761,0.3253,47,47.0,,25.73,,,0.5166,0.9163,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_upper_clear_small,n0987,0,76,0.618,-0.1434,0.0709,0.0782
c0015_right_upper_moderate_small__cp,c0015,copypaste,right,upper,moderate,medial,small,176285250,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.6523,0.2794,0.6064,0.2335,0.6982,0.3253,47,47.0,,44.21,,,0.7613,0.9163,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_upper_moderate_small,n1102,0,90,0.522,-0.1558,0.0288,0.0884
c0015_right_upper_on_structure_small__cp,c0015,copypaste,right,upper,on_structure,lateral,small,1070796472,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.8407,0.2794,0.7948,0.2335,0.8866,0.3253,47,47.0,,51.14,,,1.1497,0.9163,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_upper_on_structure_small,n0098,0,66,0.712,0.2814,0.0341,0.1498
c0015_right_upper_clear_medium__cp,c0015,copypaste,right,upper,clear,medial,medium,610323377,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.7402,0.2794,0.6816,0.2208,0.7988,0.338,60,60.0,,37.36,,,0.5316,0.7686,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_upper_clear_medium,n0927,0,114,0.526,-0.189,0.1133,0.0868
c0015_right_upper_moderate_medium__cp,c0015,copypaste,right,upper,moderate,medial,medium,59514222,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.6616,0.2794,0.603,0.2208,0.7202,0.338,60,60.0,,50.59,,,0.713,0.7686,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_upper_moderate_medium,n0804,0,160,0.375,-0.0682,0.0318,0.1039
c0015_right_upper_on_structure_medium__cp,c0015,copypaste,right,upper,on_structure,lateral,medium,41912050,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.8301,0.2794,0.7715,0.2208,0.8887,0.338,60,60.0,,54.63,,,1.0705,0.7686,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_upper_on_structure_medium,n0325,0,79,0.759,-0.0866,0.0437,0.1511
c0015_right_upper_clear_large__cp,c0015,copypaste,right,upper,clear,medial,large,1336753691,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.7402,0.2794,0.668,0.2071,0.8125,0.3517,74,74.0,,49.6,,,0.5451,0.6458,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_upper_clear_large,n0902,0,90,0.822,-0.119,0.1449,0.0922
c0015_right_upper_moderate_large__cp,c0015,copypaste,right,upper,moderate,medial,large,1259010063,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.6717,0.2794,0.5994,0.2071,0.7439,0.3517,74,74.0,,53.23,,,0.6721,0.6458,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_upper_moderate_large,n1098,0,81,0.914,0.0979,0.1861,0.108
c0015_right_upper_on_structure_large__cp,c0015,copypaste,right,upper,on_structure,lateral,large,1820615529,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.8186,0.2794,0.7463,0.2071,0.8909,0.3517,74,74.0,,55.22,,,1.0104,0.6458,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_upper_on_structure_large,n0914,0,86,0.86,0.3459,0.1918,0.1656
c0015_right_mid_clear_small__cp,c0015,copypaste,right,mid,clear,medial,small,27887830,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.7277,0.4834,0.6818,0.4375,0.7736,0.5293,47,47.0,,33.55,,,0.3738,0.7561,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_mid_clear_small,n0780,0,147,0.32,-0.1229,0.0591,0.0758
c0015_right_mid_moderate_small__cp,c0015,copypaste,right,mid,moderate,medial,small,116380639,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.6774,0.4834,0.6315,0.4375,0.7233,0.5293,47,47.0,,37.94,,,0.7068,0.7561,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_mid_moderate_small,n0353,1,59,0.797,0.0199,-0.0212,0.1461
c0015_right_mid_on_structure_small__cp,c0015,copypaste,right,mid,on_structure,lateral,small,1733252914,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.8407,0.4834,0.7948,0.4375,0.8866,0.5293,47,47.0,,65.89,,,1.0379,0.7561,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_mid_on_structure_small,n0672,0,90,0.522,-0.1662,0.0279,0.0816
c0015_right_mid_clear_medium__cp,c0015,copypaste,right,mid,clear,medial,medium,1770617361,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.729,0.4834,0.6704,0.4248,0.7876,0.542,60,60.0,,34.47,,,0.4137,0.6305,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_mid_clear_medium,n0910,0,96,0.625,-0.1249,0.0399,0.0864
c0015_right_mid_moderate_medium__cp,c0015,copypaste,right,mid,moderate,medial,medium,1141403408,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.6841,0.4834,0.6255,0.4248,0.7427,0.542,60,60.0,,44.75,,,0.6709,0.6305,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_mid_moderate_medium,n0812,0,87,0.69,0.0483,0.0836,0.1531
c0015_right_mid_on_structure_medium__cp,c0015,copypaste,right,mid,on_structure,lateral,medium,857228561,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.8301,0.4834,0.7715,0.4248,0.8887,0.542,60,60.0,,67.9,,,0.9174,0.6305,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_mid_on_structure_medium,n0236,0,85,0.706,-0.2688,0.0056,0.1192
c0015_right_mid_clear_large__cp,c0015,copypaste,right,mid,clear,medial,large,2097141943,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.7304,0.4834,0.6582,0.4111,0.8027,0.5557,74,74.0,,37.77,,,0.4552,0.4744,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_mid_clear_large,n0463,0,165,0.448,-0.5453,0.019,0.0998
c0015_right_mid_moderate_large__cp,c0015,copypaste,right,mid,moderate,medial,large,1602235205,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.6913,0.4834,0.619,0.4111,0.7635,0.5557,74,74.0,,52.32,,,0.6354,0.4744,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_mid_moderate_large,n0406,0,158,0.468,0.1389,0.0408,0.1536
c0015_right_mid_on_structure_large__cp,c0015,copypaste,right,mid,on_structure,lateral,large,1170879328,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.8284,0.4834,0.7561,0.4111,0.9007,0.5557,74,74.0,,68.6,,,0.8568,0.4744,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_mid_on_structure_large,n0783,0,103,0.718,0.2199,0.1879,0.1312
c0015_right_lower_clear_small__cp,c0015,copypaste,right,lower,clear,lateral,small,1412391671,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.8282,0.6874,0.7823,0.6415,0.8741,0.7333,47,47.0,,35.95,,,0.6826,0.563,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_lower_clear_small,n0465,0,69,0.681,0.0709,0.0519,0.1203
c0015_right_lower_moderate_small__cp,c0015,copypaste,right,lower,moderate,medial,small,1108983408,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.7402,0.6874,0.6943,0.6415,0.7861,0.7333,47,47.0,,46.68,,,0.9636,0.563,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_lower_moderate_small,n0469,0,155,0.303,-0.059,0.0249,0.1136
c0015_right_lower_on_structure_small__cp,c0015,copypaste,right,lower,on_structure,medial,small,2090693592,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.6397,0.6874,0.5938,0.6415,0.6856,0.7333,47,47.0,,34.99,,,1.1662,0.563,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_lower_on_structure_small,n0601,1,81,0.58,0.3524,0.0425,0.0535
c0015_right_lower_clear_medium__cp,c0015,copypaste,right,lower,clear,lateral,medium,159724226,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.8076,0.6874,0.749,0.6288,0.8662,0.746,60,60.0,,43.42,,,0.6895,0.4999,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_lower_clear_medium,n0649,0,90,0.667,0.0879,0.0837,0.1196
c0015_right_lower_moderate_medium__cp,c0015,copypaste,right,lower,moderate,medial,medium,1275473341,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.7402,0.6874,0.6816,0.6288,0.7988,0.746,60,60.0,,50.29,,,0.9998,0.4999,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_lower_moderate_medium,n0126,0,110,0.545,0.1641,0.0832,0.1173
c0015_right_lower_on_structure_medium__cp,c0015,copypaste,right,lower,on_structure,medial,medium,302416064,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.6729,0.6874,0.6143,0.6288,0.7314,0.746,60,60.0,,42.15,,,1.1564,0.4999,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_lower_on_structure_medium,n1053,0,123,0.488,0.2357,-0.0316,0.0883
c0015_right_lower_clear_large__cp,c0015,copypaste,right,lower,clear,lateral,large,1311097995,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.8186,0.6874,0.7463,0.6151,0.8909,0.7596,74,74.0,,50.5,,,0.7143,0.4404,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_lower_clear_large,n0455,0,103,0.718,0.188,0.0495,0.1198
c0015_right_lower_moderate_large__cp,c0015,copypaste,right,lower,moderate,medial,large,923264047,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.7402,0.6874,0.668,0.6151,0.8125,0.7596,74,74.0,,48.39,,,1.0313,0.4404,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_lower_moderate_large,n0182,0,130,0.569,-0.3224,0.0142,0.1233
c0015_right_lower_on_structure_large__cp,c0015,copypaste,right,lower,on_structure,medial,large,432488510,2828,2320,254,0,2320,0.22069,50,0.5664,0.1191,0.9141,0.8477,0.6717,0.6874,0.5994,0.6151,0.7439,0.7596,74,74.0,,53.04,,,1.1419,0.4404,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0015_right_lower_on_structure_large,n0001,0,99,0.747,0.3945,0.0919,0.0996
c0018_left_upper_clear_small__cp,c0018,copypaste,left,upper,clear,medial,small,1421839998,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.3416,0.2957,0.2957,0.2498,0.3875,0.3416,47,47.0,,26.81,,,0.6053,0.9232,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_upper_clear_small,n0486,0,95,0.495,-0.0028,0.1137,0.0617
c0018_left_upper_moderate_small__cp,c0018,copypaste,left,upper,moderate,lateral,small,1407627944,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.3145,0.2957,0.2686,0.2498,0.3604,0.3416,47,47.0,,33.52,,,0.7464,0.9232,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_upper_moderate_small,n0844,0,64,0.734,-0.0742,0.0973,0.0647
c0018_left_upper_on_structure_small__cp,c0018,copypaste,left,upper,on_structure,lateral,small,1172571264,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.2421,0.2957,0.1962,0.2498,0.288,0.3416,47,47.0,,46.22,,,1.2028,0.9232,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_upper_on_structure_small,n0318,0,92,0.511,0.405,0.0626,0.138
c0018_left_upper_clear_medium__cp,c0018,copypaste,left,upper,clear,medial,medium,1341910967,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.3762,0.2957,0.3176,0.2371,0.4348,0.3543,60,60.0,,43.47,,,0.6276,0.7112,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_upper_clear_medium,n0963,0,63,0.952,-0.2588,0.0611,0.0728
c0018_left_upper_moderate_medium__cp,c0018,copypaste,left,upper,moderate,lateral,medium,1067117090,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.3145,0.2957,0.2559,0.2371,0.373,0.3543,60,60.0,,51.62,,,0.7559,0.7112,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_upper_moderate_medium,n0208,1,87,0.69,0.0747,0.1808,0.0681
c0018_left_upper_on_structure_medium__cp,c0018,copypaste,left,upper,on_structure,lateral,medium,323050265,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.2527,0.2957,0.1941,0.2371,0.3113,0.3543,60,60.0,,51.76,,,1.1262,0.7112,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_upper_on_structure_medium,n0153,2,211,0.284,-0.2479,0.0496,0.1394
c0018_left_upper_clear_large__cp,c0018,copypaste,left,upper,clear,medial,large,2057691059,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.3584,0.2957,0.2861,0.2235,0.4307,0.368,74,74.0,,50.76,,,0.6431,0.5702,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_upper_clear_large,n0433,0,220,0.336,0.0551,0.1024,0.0722
c0018_left_upper_moderate_large__cp,c0018,copypaste,left,upper,moderate,lateral,large,1900854235,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.3145,0.2957,0.2422,0.2235,0.3867,0.368,74,74.0,,52.56,,,0.759,0.5702,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_upper_moderate_large,n0791,0,384,0.193,0.1607,0.1904,0.0751
c0018_left_upper_on_structure_large__cp,c0018,copypaste,left,upper,on_structure,lateral,large,567065019,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.2642,0.2957,0.192,0.2235,0.3365,0.368,74,74.0,,53.97,,,1.0612,0.5702,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_upper_on_structure_large,n0325,0,79,0.937,-0.2399,0.0453,0.1433
c0018_left_mid_clear_small__cp,c0018,copypaste,left,mid,clear,medial,small,306054301,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.3597,0.4658,0.3138,0.4199,0.4056,0.5117,47,47.0,,28.8,,,0.6977,0.4391,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_mid_clear_small,n0927,1,82,0.573,-0.0093,0.1125,0.0969
c0018_left_mid_moderate_small__cp,c0018,copypaste,left,mid,moderate,lateral,small,1807269629,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.2873,0.4658,0.2414,0.4199,0.3332,0.5117,47,47.0,,19.43,,,0.8838,0.4391,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_mid_moderate_small,n0026,2,64,0.734,-0.1852,0.1122,0.0553
c0018_left_mid_on_structure_small__cp,c0018,copypaste,left,mid,on_structure,medial,small,852397131,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.3959,0.4658,0.35,0.4199,0.4418,0.5117,47,47.0,,50.63,,,0.9984,0.4391,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_mid_on_structure_small,n1113,0,104,0.452,0.0198,0.0711,0.1162
c0018_left_mid_clear_medium__cp,c0018,copypaste,left,mid,clear,medial,medium,933442835,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.353,0.4658,0.2944,0.4072,0.4116,0.5244,60,60.0,,32.95,,,0.7156,0.2902,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_mid_clear_medium,n0050,1,94,0.638,-0.0939,0.1201,0.0912
c0018_left_mid_moderate_medium__cp,c0018,copypaste,left,mid,moderate,lateral,medium,1841819343,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.299,0.4658,0.2404,0.4072,0.3576,0.5244,60,60.0,,24.18,,,0.8372,0.2902,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_mid_moderate_medium,n0956,0,75,0.8,-0.1825,0.1065,0.0602
c0018_left_mid_on_structure_medium__cp,c0018,copypaste,left,mid,on_structure,medial,medium,539712343,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.3916,0.4658,0.333,0.4072,0.4502,0.5244,60,60.0,,55.06,,,0.9339,0.2902,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_mid_on_structure_medium,n0005,0,184,0.326,-0.232,0.0366,0.1199
c0018_left_mid_clear_large__cp,c0018,copypaste,left,mid,clear,medial,large,629479687,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.3396,0.4658,0.2673,0.3936,0.4118,0.5381,74,74.0,,37.22,,,0.7361,0.2042,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_mid_clear_large,n0476,0,77,0.961,0.1155,0.0755,0.0829
c0018_left_mid_moderate_large__cp,c0018,copypaste,left,mid,moderate,medial,large,303648815,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.371,0.4658,0.2987,0.3936,0.4432,0.5381,74,74.0,,53.79,,,0.8077,0.2042,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_mid_moderate_large,n0335,1,95,0.779,-0.1352,0.0553,0.1031
c0018_left_mid_on_structure_large__cp,c0018,copypaste,left,mid,on_structure,lateral,large,1678059280,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.2642,0.4658,0.192,0.3936,0.3365,0.5381,74,74.0,,56.69,,,0.893,0.2042,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_mid_on_structure_large,n1112,0,116,0.638,0.1184,0.0605,0.0548
c0018_left_lower_clear_small__cp,c0018,copypaste,left,lower,clear,medial,small,185601690,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.3597,0.6359,0.3138,0.59,0.4056,0.6818,47,47.0,,30.4,,,0.7521,0.2567,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_lower_clear_small,n0733,0,101,0.465,-0.1791,0.0251,0.102
c0018_left_lower_moderate_small__cp,c0018,copypaste,left,lower,moderate,lateral,small,1527643272,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.233,0.6359,0.1871,0.59,0.2789,0.6818,47,47.0,,39.43,,,0.8664,0.2567,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_lower_moderate_small,n1106,0,215,0.219,-0.0385,0.1787,0.0492
c0018_left_lower_on_structure_small__cp,c0018,copypaste,left,lower,on_structure,lateral,small,1279232400,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.3145,0.6359,0.2686,0.59,0.3604,0.6818,47,47.0,,24.9,,,0.8975,0.2567,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_lower_on_structure_small,n0462,1,70,0.671,0.0433,0.027,0.0851
c0018_left_lower_clear_medium__cp,c0018,copypaste,left,lower,clear,medial,medium,162800637,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.353,0.6359,0.2944,0.5773,0.4116,0.6945,60,60.0,,37.22,,,0.787,0.1305,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_lower_clear_medium,n0570,0,63,0.952,0.1063,0.1002,0.1002
c0018_left_lower_moderate_medium__cp,c0018,copypaste,left,lower,moderate,lateral,medium,1387516372,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.2604,0.6359,0.2019,0.5773,0.319,0.6945,60,60.0,,36.09,,,0.8476,0.1305,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_lower_moderate_medium,n0569,0,191,0.314,0.0084,0.0311,0.0533
c0018_left_lower_on_structure_medium__cp,c0018,copypaste,left,lower,on_structure,lateral,medium,1586277283,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.2913,0.6359,0.2327,0.5773,0.3499,0.6945,60,60.0,,31.63,,,0.8726,0.1305,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_lower_on_structure_medium,n0862,0,91,0.659,0.0713,0.0912,0.0696
c0018_left_lower_clear_large__cp,c0018,copypaste,left,lower,clear,medial,large,833035121,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.3584,0.6359,0.2861,0.5636,0.4307,0.7082,74,74.0,,45.83,,,0.8033,0.0688,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_lower_clear_large,n0569,0,191,0.387,0.047,0.0318,0.0974
c0018_left_lower_moderate_large__cp,c0018,copypaste,left,lower,moderate,lateral,large,929464707,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.3082,0.6359,0.2359,0.5636,0.3804,0.7082,74,74.0,,37.07,,,0.8396,0.0688,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_lower_moderate_large,n1048,0,109,0.679,0.099,0.0129,0.0804
c0018_left_lower_on_structure_large__cp,c0018,copypaste,left,lower,on_structure,lateral,large,1205994813,3920,3612,154,0,3612,0.14175,45,0.1758,0.1621,0.4531,0.7695,0.2956,0.6359,0.2233,0.5636,0.3679,0.7082,74,74.0,,37.73,,,0.8492,0.0688,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_left_lower_on_structure_large,n0200,0,95,0.779,0.1381,0.1542,0.0748
c0018_right_upper_clear_small__cp,c0018,copypaste,right,upper,clear,medial,small,1617515969,3920,3612,154,0,3612,0.14175,45,0.5605,0.1523,0.8223,0.7734,0.6418,0.289,0.5959,0.2431,0.6877,0.3349,47,47.0,,26.37,,,0.5243,0.798,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_right_upper_clear_small,n0530,1,79,0.595,-0.2238,-0.0188,0.0652
c0018_right_upper_moderate_small__cp,c0018,copypaste,right,upper,moderate,medial,small,728855223,3920,3612,154,0,3612,0.14175,45,0.5605,0.1523,0.8223,0.7734,0.6914,0.289,0.6455,0.2431,0.7373,0.3349,47,47.0,,31.17,,,0.7302,0.798,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_right_upper_moderate_small,n0264,0,71,0.662,0.027,0.0428,0.0607
c0018_right_upper_on_structure_small__cp,c0018,copypaste,right,upper,on_structure,lateral,small,422429435,3920,3612,154,0,3612,0.14175,45,0.5605,0.1523,0.8223,0.7734,0.7575,0.289,0.7116,0.2431,0.8034,0.3349,47,47.0,,42.23,,,1.074,0.798,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0018_right_upper_on_structure_small,n0970,0,123,0.382,0.1463,0.0331,0.1033
